date,trade_num,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,contracts,pnl,cumulative_daily_pnl,cumulative_total_pnl
2020-01-02,1,LONG,2020-01-02 10:45:00-05:00,2020-01-02 11:30:00-05:00,8816.5,8816.0,break_even,6,-28.68,-28.68,-28.68
2020-01-02,2,SHORT,2020-01-02 12:45:00-05:00,2020-01-02 13:00:00-05:00,8842.25,8842.75,break_even,6,-28.68,-57.36,-57.36
2020-01-02,3,SHORT,2020-01-02 14:15:00-05:00,2020-01-02 14:30:00-05:00,8848.5,8849.0,break_even,6,-28.68,-86.04,-86.04
2020-01-02,4,SHORT,2020-01-02 15:45:00-05:00,2020-01-02 16:00:00-05:00,8868.75,8869.25,break_even,6,-28.68,-114.72,-114.72
2020-01-02,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-114.72,-,-114.72
2020-01-03,1,LONG,2020-01-03 09:45:00-05:00,2020-01-03 10:00:00-05:00,8838.0,8837.5,break_even,6,-28.68,-28.68,-143.4
2020-01-03,2,LONG,2020-01-03 11:15:00-05:00,2020-01-03 12:30:00-05:00,8817.5,8854.25,max_hold,6,418.32,389.64,274.92
2020-01-03,3,SHORT,2020-01-03 12:45:00-05:00,2020-01-03 13:00:00-05:00,8854.5,8855.0,break_even,6,-28.68,360.96,246.24
2020-01-03,4,LONG,2020-01-03 14:15:00-05:00,2020-01-03 15:30:00-05:00,8824.5,8824.0,break_even,6,-28.68,332.28,217.56
2020-01-03,5,LONG,2020-01-03 15:45:00-05:00,2020-01-03 16:00:00-05:00,8825.0,8824.5,break_even,6,-28.68,303.6,188.88
2020-01-03,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,303.6,-,188.88
2020-01-06,1,LONG,2020-01-06 09:45:00-05:00,2020-01-06 11:00:00-05:00,8774.75,8831.5,max_hold,6,658.32,658.32,847.2
2020-01-06,2,SHORT,2020-01-06 11:15:00-05:00,2020-01-06 11:30:00-05:00,8831.75,8832.25,break_even,6,-28.68,629.64,818.52
