date,trade_num,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,contracts,pnl,cumulative_daily_pnl,cumulative_total_pnl
2020-01-13,5,SHORT,2020-01-13 15:45:00-05:00,2020-01-13 16:00:00-05:00,9072.75,9073.25,break_even,19,-90.82,-454.1,5740.66
2020-01-13,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,-454.1,-,5740.66
2020-01-14,1,LONG,2020-01-14 09:45:00-05:00,2020-01-14 10:00:00-05:00,9062.5,9062.0,break_even,19,-90.82,-90.82,5649.84
2020-01-14,2,SHORT,2020-01-14 12:00:00-05:00,2020-01-14 12:15:00-05:00,9076.5,9077.0,break_even,19,-90.82,-181.64,5559.02
2020-01-14,3,SHORT,2020-01-14 13:30:00-05:00,2020-01-14 14:45:00-05:00,9088.75,9061.0,max_hold,19,982.68,801.04,6541.7
2020-01-14,4,LONG,2020-01-14 15:15:00-05:00,2020-01-14 15:30:00-05:00,9048.5,9048.0,break_even,19,-90.82,710.22,6450.88
2020-01-14,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,710.22,-,6450.88
2020-01-15,1,SHORT,2020-01-15 09:45:00-05:00,2020-01-15 10:00:00-05:00,9067.25,9067.75,break_even,19,-90.82,-90.82,6360.06
2020-01-15,2,SHORT,2020-01-15 12:15:00-05:00,2020-01-15 13:30:00-05:00,9086.5,9060.5,max_hold,19,916.18,825.36,7276.24
2020-01-15,3,LONG,2020-01-15 13:45:00-05:00,2020-01-15 14:00:00-05:00,9060.25,9059.75,break_even,19,-90.82,734.54,7185.42
2020-01-15,4,LONG,2020-01-15 15:15:00-05:00,2020-01-15 15:30:00-05:00,9053.75,9053.25,break_even,19,-90.82,643.72,7094.6
2020-01-15,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,643.72,-,7094.6
2020-01-16,1,SHORT,2020-01-16 09:45:00-05:00,2020-01-16 10:00:00-05:00,9112.25,9112.75,break_even,19,-90.82,-90.82,7003.78
2020-01-16,2,LONG,2020-01-16 11:15:00-05:00,2020-01-16 11:30:00-05:00,9086.25,9085.75,break_even,19,-90.82,-181.64,6912.96
2020-01-16,3,LONG,2020-01-16 13:15:00-05:00,2020-01-16 14:30:00-05:00,9090.0,9107.0,max_hold,19,574.18,392.54,7487.14
2020-01-16,4,SHORT,2020-01-16 14:45:00-05:00,2020-01-16 15:00:00-05:00,9107.25,9107.75,break_even,19,-90.82,301.72,7396.32
2020-01-16,5,SHORT,2020-01-16 16:30:00-05:00,2020-01-17 09:30:00-05:00,9132.75,9133.25,break_even,19,-90.82,210.9,7305.5
2020-01-16,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,210.9,-,7305.5
2020-01-17,1,SHORT,2020-01-17 10:45:00-05:00,2020-01-17 12:00:00-05:00,9155.75,9152.25,max_hold,19,61.18,61.18,7366.68
2020-01-17,2,SHORT,2020-01-17 12:15:00-05:00,2020-01-17 12:30:00-05:00,9151.75,9152.25,break_even,19,-90.82,-29.64,7275.86
2020-01-17,3,SHORT,2020-01-17 14:00:00-05:00,2020-01-17 14:15:00-05:00,9159.25,9159.75,break_even,19,-90.82,-120.46,7185.04
2020-01-17,4,SHORT,2020-01-17 15:30:00-05:00,2020-01-17 15:45:00-05:00,9160.5,9161.0,break_even,19,-90.82,-211.28,7094.22
2020-01-17,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-211.28,-,7094.22
2020-01-20,1,LONG,2020-01-20 10:45:00-05:00,2020-01-20 11:00:00-05:00,9167.0,9166.5,break_even,19,-90.82,-90.82,7003.4
2020-01-20,2,SHORT,2020-01-20 12:15:00-05:00,2020-01-20 12:30:00-05:00,9174.5,9175.0,break_even,19,-90.82,-181.64,6912.58
2020-01-20,DAILY_SUMMARY,-,-,-,-,-,-,trades=2,-181.64,-,6912.58
2020-01-21,1,LONG,2020-01-21 09:45:00-05:00,2020-01-21 10:15:00-05:00,9162.25,9161.75,break_even,19,-90.82,-90.82,6821.76
2020-01-21,2,SHORT,2020-01-21 11:15:00-05:00,2020-01-21 11:30:00-05:00,9184.75,9185.25,break_even,19,-90.82,-181.64,6730.94
2020-01-21,3,SHORT,2020-01-21 13:15:00-05:00,2020-01-21 14:30:00-05:00,9192.25,9167.25,max_hold,19,878.18,696.54,7609.12
2020-01-21,4,LONG,2020-01-21 14:45:00-05:00,2020-01-21 16:00:00-05:00,9167.0,9166.5,break_even,19,-90.82,605.72,7518.3
2020-01-21,5,LONG,2020-01-21 16:30:00-05:00,2020-01-22 10:30:00-05:00,9173.75,9250.25,max_hold,19,2835.18,3440.9,10353.48
2020-01-21,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,3440.9,-,10353.48
2020-01-22,1,SHORT,2020-01-22 10:45:00-05:00,2020-01-22 12:00:00-05:00,9250.5,9223.5,max_hold,19,954.18,954.18,11307.66
2020-01-22,2,SHORT,2020-01-22 12:45:00-05:00,2020-01-22 13:00:00-05:00,9233.25,9233.75,break_even,19,-90.82,863.36,11216.84
2020-01-22,3,LONG,2020-01-22 14:30:00-05:00,2020-01-22 14:45:00-05:00,9228.75,9228.25,break_even,19,-90.82,772.54,11126.02
2020-01-22,4,LONG,2020-01-22 16:00:00-05:00,2020-01-22 16:30:00-05:00,9201.25,9200.75,break_even,19,-90.82,681.72,11035.2
2020-01-22,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,681.72,-,11035.2
2020-01-23,1,LONG,2020-01-23 09:45:00-05:00,2020-01-23 10:45:00-05:00,9163.0,9192.5,stop_loss,19,1049.18,1049.18,12084.38
2020-01-23,2,LONG,2020-01-23 11:00:00-05:00,2020-01-23 11:15:00-05:00,9190.25,9189.75,break_even,19,-90.82,958.36,11993.56
2020-01-23,3,SHORT,2020-01-23 12:30:00-05:00,2020-01-23 13:15:00-05:00,9203.0,9203.5,break_even,19,-90.82,867.54,11902.74
2020-01-23,4,SHORT,2020-01-23 14:00:00-05:00,2020-01-23 14:15:00-05:00,9211.75,9212.25,break_even,19,-90.82,776.72,11811.92
2020-01-23,5,SHORT,2020-01-23 15:30:00-05:00,2020-01-23 15:45:00-05:00,9226.0,9226.5,break_even,19,-90.82,685.9,11721.1
2020-01-23,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,685.9,-,11721.1
2020-01-24,1,SHORT,2020-01-24 09:45:00-05:00,2020-01-24 11:00:00-05:00,9271.5,9249.75,max_hold,19,754.68,754.68,12475.78
2020-01-24,2,LONG,2020-01-24 11:30:00-05:00,2020-01-24 11:45:00-05:00,9229.25,9228.75,break_even,19,-90.82,663.86,12384.96
2020-01-24,3,LONG,2020-01-24 13:15:00-05:00,2020-01-24 13:30:00-05:00,9174.0,9173.5,break_even,19,-90.82,573.04,12294.14
2020-01-24,4,LONG,2020-01-24 14:45:00-05:00,2020-01-24 15:30:00-05:00,9123.25,9137.75,stop_loss,19,479.18,1052.22,12773.32
2020-01-24,5,LONG,2020-01-24 15:45:00-05:00,2020-01-27 09:30:00-05:00,9134.0,9133.5,break_even,19,-90.82,961.4,12682.5
2020-01-24,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,961.4,-,12682.5
2020-01-27,1,LONG,2020-01-27 10:15:00-05:00,2020-01-27 10:30:00-05:00,8970.25,8969.75,break_even,19,-90.82,-90.82,12591.68
2020-01-27,2,SHORT,2020-01-27 12:30:00-05:00,2020-01-27 12:45:00-05:00,8998.0,8998.5,break_even,19,-90.82,-181.64,12500.86
2020-01-27,3,SHORT,2020-01-27 14:30:00-05:00,2020-01-27 15:45:00-05:00,9006.75,8961.75,max_hold,19,1638.18,1456.54,14139.04
2020-01-27,4,LONG,2020-01-27 16:00:00-05:00,2020-01-27 16:30:00-05:00,8961.5,8961.0,break_even,19,-90.82,1365.72,14048.22
2020-01-27,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,1365.72,-,14048.22
2020-01-28,1,SHORT,2020-01-28 09:45:00-05:00,2020-01-28 10:00:00-05:00,9013.25,9013.75,break_even,19,-90.82,-90.82,13957.4
2020-01-28,2,SHORT,2020-01-28 11:15:00-05:00,2020-01-28 11:30:00-05:00,9070.25,9070.75,break_even,19,-90.82,-181.64,13866.58
2020-01-28,3,SHORT,2020-01-28 12:45:00-05:00,2020-01-28 13:45:00-05:00,9096.5,9097.0,break_even,19,-90.82,-272.46,13775.76
2020-01-28,4,SHORT,2020-01-28 14:15:00-05:00,2020-01-28 14:30:00-05:00,9111.0,9111.5,break_even,19,-90.82,-363.28,13684.94
2020-01-28,5,LONG,2020-01-28 16:00:00-05:00,2020-01-28 16:30:00-05:00,9098.5,9113.0,stop_loss,19,479.18,115.9,14164.12
2020-01-28,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,115.9,-,14164.12
2020-01-29,1,SHORT,2020-01-29 09:45:00-05:00,2020-01-29 11:00:00-05:00,9138.75,9117.25,max_hold,19,745.18,745.18,14909.3
2020-01-29,2,SHORT,2020-01-29 11:15:00-05:00,2020-01-29 11:30:00-05:00,9116.5,9117.0,break_even,19,-90.82,654.36,14818.48
2020-01-29,3,SHORT,2020-01-29 12:45:00-05:00,2020-01-29 13:15:00-05:00,9134.25,9134.75,break_even,19,-90.82,563.54,14727.66
2020-01-29,4,SHORT,2020-01-29 14:15:00-05:00,2020-01-29 14:30:00-05:00,9145.0,9145.5,break_even,19,-90.82,472.72,14636.84
2020-01-29,5,LONG,2020-01-29 15:45:00-05:00,2020-01-29 16:00:00-05:00,9127.75,9127.25,break_even,19,-90.82,381.9,14546.02
2020-01-29,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,381.9,-,14546.02
2020-01-30,1,LONG,2020-01-30 10:00:00-05:00,2020-01-30 10:15:00-05:00,9085.5,9085.0,break_even,19,-90.82,-90.82,14455.2
2020-01-30,2,LONG,2020-01-30 12:30:00-05:00,2020-01-30 12:45:00-05:00,9056.5,9056.0,break_even,19,-90.82,-181.64,14364.38
2020-01-30,3,SHORT,2020-01-30 14:15:00-05:00,2020-01-30 14:30:00-05:00,9078.25,9078.75,break_even,19,-90.82,-272.46,14273.56
2020-01-30,4,SHORT,2020-01-30 15:45:00-05:00,2020-01-30 16:00:00-05:00,9130.0,9130.5,break_even,19,-90.82,-363.28,14182.74
2020-01-30,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-363.28,-,14182.74
2020-01-31,1,LONG,2020-01-31 10:15:00-05:00,2020-01-31 10:30:00-05:00,9087.5,9087.0,break_even,19,-90.82,-90.82,14091.92
2020-01-31,2,LONG,2020-01-31 11:45:00-05:00,2020-01-31 12:00:00-05:00,9050.25,9049.75,break_even,19,-90.82,-181.64,14001.1
2020-01-31,3,LONG,2020-01-31 13:15:00-05:00,2020-01-31 13:30:00-05:00,9024.0,9023.5,break_even,19,-90.82,-272.46,13910.28
2020-01-31,4,LONG,2020-01-31 15:15:00-05:00,2020-01-31 15:30:00-05:00,9000.5,9000.0,break_even,19,-90.82,-363.28,13819.46
2020-01-31,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-363.28,-,13819.46
2020-02-03,1,SHORT,2020-02-03 09:45:00-05:00,2020-02-03 10:00:00-05:00,9089.5,9090.0,break_even,19,-90.82,-90.82,13728.64
2020-02-03,2,SHORT,2020-02-03 11:15:00-05:00,2020-02-03 11:30:00-05:00,9130.75,9131.25,break_even,19,-90.82,-181.64,13637.82
2020-02-03,3,SHORT,2020-02-03 12:45:00-05:00,2020-02-03 13:00:00-05:00,9138.25,9138.75,break_even,19,-90.82,-272.46,13547.0
2020-02-03,4,LONG,2020-02-03 14:15:00-05:00,2020-02-03 15:15:00-05:00,9114.0,9128.5,stop_loss,19,479.18,206.72,14026.18
2020-02-03,5,SHORT,2020-02-03 15:30:00-05:00,2020-02-04 09:30:00-05:00,9143.25,9143.75,break_even,19,-90.82,115.9,13935.36
2020-02-03,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,115.9,-,13935.36
2020-02-04,1,SHORT,2020-02-04 10:00:00-05:00,2020-02-04 10:15:00-05:00,9265.5,9266.0,break_even,19,-90.82,-90.82,13844.54
2020-02-04,2,SHORT,2020-02-04 11:30:00-05:00,2020-02-04 11:45:00-05:00,9304.25,9304.75,break_even,19,-90.82,-181.64,13753.72
2020-02-04,3,SHORT,2020-02-04 13:00:00-05:00,2020-02-04 13:30:00-05:00,9328.75,9329.25,break_even,19,-90.82,-272.46,13662.9
2020-02-04,4,SHORT,2020-02-04 14:30:00-05:00,2020-02-04 14:45:00-05:00,9335.0,9335.5,break_even,19,-90.82,-363.28,13572.08
2020-02-04,5,SHORT,2020-02-04 16:30:00-05:00,2020-02-05 09:30:00-05:00,9354.75,9355.25,break_even,19,-90.82,-454.1,13481.26
2020-02-04,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,-454.1,-,13481.26
2020-02-05,1,LONG,2020-02-05 10:45:00-05:00,2020-02-05 11:30:00-05:00,9339.75,9339.25,break_even,19,-90.82,-90.82,13390.44
2020-02-05,2,SHORT,2020-02-05 12:15:00-05:00,2020-02-05 12:30:00-05:00,9366.5,9367.0,break_even,19,-90.82,-181.64,13299.62
2020-02-05,3,LONG,2020-02-05 14:15:00-05:00,2020-02-05 15:30:00-05:00,9346.5,9376.0,stop_loss,19,1049.18,867.54,14348.8
2020-02-05,4,SHORT,2020-02-05 15:45:00-05:00,2020-02-05 16:00:00-05:00,9379.25,9379.75,break_even,19,-90.82,776.72,14257.98
2020-02-05,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,776.72,-,14257.98
2020-02-06,1,SHORT,2020-02-06 10:00:00-05:00,2020-02-06 10:15:00-05:00,9413.5,9414.0,break_even,19,-90.82,-90.82,14167.16
2020-02-06,2,SHORT,2020-02-06 11:30:00-05:00,2020-02-06 12:00:00-05:00,9439.25,9439.75,break_even,19,-90.82,-181.64,14076.34
2020-02-06,3,SHORT,2020-02-06 13:00:00-05:00,2020-02-06 14:15:00-05:00,9448.75,9441.5,max_hold,19,203.68,22.04,14280.02
2020-02-06,4,LONG,2020-02-06 14:45:00-05:00,2020-02-06 15:00:00-05:00,9436.5,9436.0,break_even,19,-90.82,-68.78,14189.2
2020-02-06,5,SHORT,2020-02-06 16:30:00-05:00,2020-02-07 10:30:00-05:00,9453.0,9434.5,max_hold,19,631.18,562.4,14820.38
2020-02-06,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,562.4,-,14820.38
2020-02-07,1,SHORT,2020-02-07 10:45:00-05:00,2020-02-07 11:00:00-05:00,9433.75,9434.25,break_even,19,-90.82,-90.82,14729.56
2020-02-07,2,SHORT,2020-02-07 12:15:00-05:00,2020-02-07 12:30:00-05:00,9454.5,9455.0,break_even,19,-90.82,-181.64,14638.74
2020-02-07,3,LONG,2020-02-07 13:45:00-05:00,2020-02-07 14:00:00-05:00,9433.5,9433.0,break_even,19,-90.82,-272.46,14547.92
2020-02-07,4,LONG,2020-02-07 15:15:00-05:00,2020-02-07 15:30:00-05:00,9410.75,9410.25,break_even,19,-90.82,-363.28,14457.1
2020-02-07,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-363.28,-,14457.1
2020-02-10,1,SHORT,2020-02-10 09:45:00-05:00,2020-02-10 10:00:00-05:00,9436.0,9436.5,break_even,19,-90.82,-90.82,14366.28
2020-02-10,2,SHORT,2020-02-10 11:15:00-05:00,2020-02-10 11:30:00-05:00,9458.0,9458.5,break_even,19,-90.82,-181.64,14275.46
2020-02-10,3,SHORT,2020-02-10 13:15:00-05:00,2020-02-10 13:30:00-05:00,9472.0,9472.5,break_even,19,-90.82,-272.46,14184.64
2020-02-10,4,SHORT,2020-02-10 14:45:00-05:00,2020-02-10 15:00:00-05:00,9479.75,9480.25,break_even,19,-90.82,-363.28,14093.82
2020-02-10,5,SHORT,2020-02-10 16:30:00-05:00,2020-02-11 09:30:00-05:00,9527.5,9528.0,break_even,19,-90.82,-454.1,14003.0
2020-02-10,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,-454.1,-,14003.0
2020-02-11,1,SHORT,2020-02-11 10:45:00-05:00,2020-02-11 11:00:00-05:00,9603.75,9604.25,break_even,19,-90.82,-90.82,13912.18
2020-02-11,2,LONG,2020-02-11 12:15:00-05:00,2020-02-11 12:30:00-05:00,9564.75,9564.25,break_even,19,-90.82,-181.64,13821.36
2020-02-11,3,LONG,2020-02-11 14:00:00-05:00,2020-02-11 14:15:00-05:00,9554.25,9553.75,break_even,19,-90.82,-272.46,13730.54
2020-02-11,4,LONG,2020-02-11 15:30:00-05:00,2020-02-11 15:45:00-05:00,9522.75,9522.25,break_even,19,-90.82,-363.28,13639.72
2020-02-11,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-363.28,-,13639.72
2020-02-12,1,SHORT,2020-02-12 09:45:00-05:00,2020-02-12 10:00:00-05:00,9586.0,9586.5,break_even,19,-90.82,-90.82,13548.9
2020-02-12,2,SHORT,2020-02-12 11:15:00-05:00,2020-02-12 11:30:00-05:00,9594.0,9594.5,break_even,19,-90.82,-181.64,13458.08
2020-02-12,3,SHORT,2020-02-12 12:45:00-05:00,2020-02-12 14:00:00-05:00,9617.25,9602.25,max_hold,19,498.18,316.54,13956.26
2020-02-12,4,LONG,2020-02-12 14:15:00-05:00,2020-02-12 14:30:00-05:00,9602.25,9601.75,break_even,19,-90.82,225.72,13865.44
2020-02-12,5,SHORT,2020-02-12 15:45:00-05:00,2020-02-12 16:00:00-05:00,9614.0,9614.5,break_even,19,-90.82,134.9,13774.62
2020-02-12,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,134.9,-,13774.62
2020-02-13,1,LONG,2020-02-13 09:45:00-05:00,2020-02-13 10:00:00-05:00,9571.0,9570.5,break_even,19,-90.82,-90.82,13683.8
2020-02-13,2,SHORT,2020-02-13 11:15:00-05:00,2020-02-13 11:30:00-05:00,9607.5,9608.0,break_even,19,-90.82,-181.64,13592.98
2020-02-13,3,LONG,2020-02-13 13:00:00-05:00,2020-02-13 13:15:00-05:00,9605.25,9604.75,break_even,19,-90.82,-272.46,13502.16
2020-02-13,4,SHORT,2020-02-13 14:45:00-05:00,2020-02-13 15:00:00-05:00,9632.0,9632.5,break_even,19,-90.82,-363.28,13411.34
2020-02-13,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,-363.28,-,13411.34
2020-02-14,1,LONG,2020-02-14 10:15:00-05:00,2020-02-14 11:30:00-05:00,9600.5,9628.75,max_hold,19,1001.68,1001.68,14413.02
2020-02-14,2,LONG,2020-02-14 12:15:00-05:00,2020-02-14 12:30:00-05:00,9613.5,9613.0,break_even,19,-90.82,910.86,14322.2
2020-02-14,3,LONG,2020-02-14 14:00:00-05:00,2020-02-14 14:15:00-05:00,9599.75,9599.25,break_even,19,-90.82,820.04,14231.38
2020-02-14,4,SHORT,2020-02-14 15:45:00-05:00,2020-02-14 16:00:00-05:00,9613.75,9614.25,break_even,19,-90.82,729.22,14140.56
2020-02-14,DAILY_SUMMARY,-,-,-,-,-,-,trades=4,729.22,-,14140.56
2020-02-17,1,SHORT,2020-02-17 09:45:00-05:00,2020-02-17 10:00:00-05:00,9661.75,9662.25,break_even,19,-90.82,-90.82,14049.74
2020-02-17,2,SHORT,2020-02-17 11:15:00-05:00,2020-02-17 11:30:00-05:00,9662.75,9663.25,break_even,19,-90.82,-181.64,13958.92
2020-02-17,3,SHORT,2020-02-17 12:45:00-05:00,2020-02-18 10:30:00-05:00,9665.75,9612.0,max_hold,19,1970.68,1789.04,15929.6
2020-02-17,DAILY_SUMMARY,-,-,-,-,-,-,trades=3,1789.04,-,15929.6
2020-02-18,1,LONG,2020-02-18 10:45:00-05:00,2020-02-18 11:00:00-05:00,9612.5,9612.0,break_even,19,-90.82,-90.82,15838.78
2020-02-18,2,SHORT,2020-02-18 12:45:00-05:00,2020-02-18 13:00:00-05:00,9608.5,9609.0,break_even,19,-90.82,-181.64,15747.96
2020-02-18,3,SHORT,2020-02-18 14:30:00-05:00,2020-02-18 14:45:00-05:00,9638.5,9639.0,break_even,19,-90.82,-272.46,15657.14
2020-02-18,DAILY_SUMMARY,-,-,-,-,-,-,trades=3,-272.46,-,15657.14
2020-02-19,1,SHORT,2020-02-19 09:45:00-05:00,2020-02-19 10:00:00-05:00,9701.0,9701.5,break_even,19,-90.82,-90.82,15566.32
2020-02-19,2,SHORT,2020-02-19 11:15:00-05:00,2020-02-19 11:30:00-05:00,9730.5,9731.0,break_even,19,-90.82,-181.64,15475.5
2020-02-19,3,SHORT,2020-02-19 12:45:00-05:00,2020-02-19 13:00:00-05:00,9736.25,9736.75,break_even,19,-90.82,-272.46,15384.68
2020-02-19,4,SHORT,2020-02-19 14:15:00-05:00,2020-02-19 14:30:00-05:00,9739.25,9739.75,break_even,19,-90.82,-363.28,15293.86
2020-02-19,5,LONG,2020-02-19 15:45:00-05:00,2020-02-19 16:00:00-05:00,9728.25,9727.75,break_even,19,-90.82,-454.1,15203.04
2020-02-19,DAILY_SUMMARY,-,-,-,-,-,-,trades=5,-454.1,-,15203.04
2020-02-20,1,LONG,2020-02-20 09:45:00-05:00,2020-02-20 10:15:00-05:00,9698.25,9697.75,break_even,19,-90.82,-90.82,15112.22
2020-02-20,2,LONG,2020-02-20 11:15:00-05:00,2020-02-20 11:30:00-05:00,9662.5,9662.0,break_even,19,-90.82,-181.64,15021.4
