account,contracts,date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result
150K,20,2023-04-24,5,2,3,5840.0,5462.0,2874.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-04-25,6,1,5,3880.0,3426.4,3904.4,-95.6,16.67,-95.6,3904.4,0,WIN
150K,20,2023-04-26,4,1,3,2730.0,2427.6,2714.4,-95.6,25.0,-95.6,2714.4,0,WIN
150K,20,2023-04-27,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-04-28,6,1,5,1880.0,1426.4,1904.4,-95.6,16.67,-95.6,1904.4,0,WIN
150K,20,2023-05-01,5,2,3,3620.0,3242.0,1764.4,-95.6,40.0,-95.6,3024.4,0,WIN
150K,20,2023-05-02,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-05-03,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-04,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-05-05,5,1,4,2510.0,2132.0,2514.4,-95.6,20.0,-95.6,2514.4,0,WIN
150K,20,2023-05-08,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-09,5,1,4,780.0,402.0,784.4,-95.6,20.0,-95.6,784.4,0,WIN
150K,20,2023-05-10,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-11,5,2,3,1680.0,1302.0,794.4,-95.6,40.0,-95.6,1104.4,0,WIN
150K,20,2023-05-12,5,1,4,2770.0,2392.0,2774.4,-95.6,20.0,-95.6,2774.4,0,WIN
150K,20,2023-05-15,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-16,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-17,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-18,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-19,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-22,5,2,3,3940.0,3562.0,1924.4,-95.6,40.0,-95.6,2324.4,0,WIN
150K,20,2023-05-23,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-24,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-05-25,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-26,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-29,3,0,3,-60.0,-286.8,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-05-30,4,1,3,520.0,217.6,504.4,-95.6,25.0,-95.6,504.4,0,WIN
150K,20,2023-05-31,5,2,3,1680.0,1302.0,794.4,-95.6,40.0,-95.6,1234.4,0,WIN
150K,20,2023-06-01,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-06-02,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-06-05,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-06-06,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-06-07,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-06-08,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-06-09,4,1,3,3920.0,3617.6,3904.4,-95.6,25.0,-95.6,3904.4,0,WIN
150K,20,2023-06-12,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-06-13,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-06-14,5,1,4,690.0,312.0,694.4,-95.6,20.0,-95.6,694.4,0,WIN
150K,20,2023-06-15,5,2,3,6680.0,6302.0,3294.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-06-19,2,0,2,-40.0,-191.2,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-06-20,6,4,2,7080.0,6626.4,1704.4,-95.6,66.67,-95.6,3904.4,0,WIN
150K,20,2023-06-21,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-06-22,6,3,3,4910.0,4456.4,1581.07,-95.6,50.0,-95.6,2334.4,0,WIN
150K,20,2023-06-23,6,2,4,1080.0,626.4,504.4,-95.6,33.33,-95.6,504.4,0,WIN
150K,20,2023-06-26,6,3,3,3870.0,3416.4,1234.4,-95.6,50.0,-95.6,2694.4,0,WIN
150K,20,2023-06-27,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-06-28,7,3,4,8460.0,7930.8,2771.07,-95.6,42.86,-95.6,3904.4,0,WIN
150K,20,2023-06-29,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-06-30,5,1,4,310.0,-68.0,314.4,-95.6,20.0,-95.6,314.4,0,LOSS
150K,20,2023-07-03,3,0,3,-60.0,-286.8,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-04,3,1,2,540.0,313.2,504.4,-95.6,33.33,-95.6,504.4,0,WIN
150K,20,2023-07-05,4,1,3,520.0,217.6,504.4,-95.6,25.0,-95.6,504.4,0,WIN
150K,20,2023-07-06,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2023-07-07,5,1,4,2160.0,1782.0,2164.4,-95.6,20.0,-95.6,2164.4,0,WIN
150K,20,2023-07-10,4,2,2,5920.0,5617.6,2904.4,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2023-07-11,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-12,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-13,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-14,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-17,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-18,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-07-19,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-20,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-07-21,6,3,3,6280.0,5826.4,2037.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2023-07-24,4,1,3,3920.0,3617.6,3904.4,-95.6,25.0,-95.6,3904.4,0,WIN
150K,20,2023-07-25,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2023-07-26,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-07-27,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-07-28,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-07-31,5,2,3,1490.0,1112.0,699.4,-95.6,40.0,-95.6,994.4,0,WIN
150K,20,2023-08-01,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-02,4,1,3,520.0,217.6,504.4,-95.6,25.0,-95.6,504.4,0,WIN
150K,20,2023-08-03,6,3,3,3680.0,3226.4,1171.07,-95.6,50.0,-95.6,1904.4,0,WIN
150K,20,2023-08-04,6,2,4,5880.0,5426.4,2904.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2023-08-07,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-08-08,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-09,5,3,2,8500.0,8122.0,2771.07,-95.6,60.0,-95.6,3904.4,0,WIN
150K,20,2023-08-10,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-11,4,1,3,1120.0,817.6,1104.4,-95.6,25.0,-95.6,1104.4,0,WIN
150K,20,2023-08-14,6,2,4,2280.0,1826.4,1104.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-08-15,4,1,3,670.0,367.6,654.4,-95.6,25.0,-95.6,654.4,0,WIN
150K,20,2023-08-16,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-08-17,6,1,5,480.0,26.4,504.4,-95.6,16.67,-95.6,504.4,0,WIN
150K,20,2023-08-18,3,0,3,-60.0,-286.8,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-21,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-22,4,1,3,1620.0,1317.6,1604.4,-95.6,25.0,-95.6,1604.4,0,WIN
150K,20,2023-08-23,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-08-24,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-25,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2023-08-28,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-29,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-08-30,6,2,4,5880.0,5426.4,2904.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2023-08-31,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-01,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-04,2,0,2,-40.0,-191.2,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-05,5,1,4,200.0,-178.0,204.4,-95.6,20.0,-95.6,204.4,0,LOSS
150K,20,2023-09-06,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-09-07,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-08,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-11,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-12,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-09-13,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-14,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-18,4,2,2,2590.0,2287.6,1239.4,-95.6,50.0,-95.6,1974.4,0,WIN
150K,20,2023-09-19,6,2,4,1360.0,906.4,644.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-09-20,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-21,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-09-22,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-09-25,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-09-26,5,1,4,3000.0,2622.0,3004.4,-95.6,20.0,-95.6,3004.4,0,WIN
150K,20,2023-09-27,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2023-09-28,6,4,2,9080.0,8626.4,2204.4,-95.6,66.67,-95.6,3904.4,0,WIN
150K,20,2023-09-29,6,1,5,1880.0,1426.4,1904.4,-95.6,16.67,-95.6,1904.4,0,WIN
150K,20,2023-10-02,4,1,3,640.0,337.6,624.4,-95.6,25.0,-95.6,624.4,0,WIN
150K,20,2023-10-03,6,1,5,480.0,26.4,504.4,-95.6,16.67,-95.6,504.4,0,WIN
150K,20,2023-10-04,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-10-05,5,1,4,1790.0,1412.0,1794.4,-95.6,20.0,-95.6,1794.4,0,WIN
150K,20,2023-10-06,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-10-09,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-10-10,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-10-11,5,1,4,2710.0,2332.0,2714.4,-95.6,20.0,-95.6,2714.4,0,WIN
150K,20,2023-10-12,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-10-13,5,2,3,2600.0,2222.0,1254.4,-95.6,40.0,-95.6,1404.4,0,WIN
150K,20,2023-10-16,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-10-17,5,2,3,3100.0,2722.0,1504.4,-95.6,40.0,-95.6,1904.4,0,WIN
150K,20,2023-10-18,6,2,4,2280.0,1826.4,1104.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-10-19,8,6,2,14240.0,13635.2,2304.4,-95.6,75.0,-95.6,3904.4,0,WIN
150K,20,2023-10-20,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-10-23,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-10-24,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-10-25,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-10-26,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-10-27,6,3,3,5080.0,4626.4,1637.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2023-10-30,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-10-31,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2023-11-01,6,2,4,4480.0,4026.4,2204.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2023-11-02,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-03,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-06,6,2,4,2370.0,1916.4,1149.4,-95.6,33.33,-95.6,1194.4,0,WIN
150K,20,2023-11-07,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-08,5,2,3,2270.0,1892.0,1089.4,-95.6,40.0,-95.6,1674.4,0,WIN
150K,20,2023-11-09,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-10,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-13,6,2,4,1080.0,626.4,504.4,-95.6,33.33,-95.6,504.4,0,WIN
150K,20,2023-11-14,5,1,4,1080.0,702.0,1084.4,-95.6,20.0,-95.6,1084.4,0,WIN
150K,20,2023-11-15,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-16,6,3,3,3370.0,2916.4,1067.73,-95.6,50.0,-95.6,1594.4,0,WIN
150K,20,2023-11-17,4,1,3,520.0,217.6,504.4,-95.6,25.0,-95.6,504.4,0,WIN
150K,20,2023-11-20,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-11-21,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-22,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2023-11-23,1,0,1,-20.0,-95.6,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-24,3,1,2,540.0,313.2,504.4,-95.6,33.33,-95.6,504.4,0,WIN
150K,20,2023-11-27,6,3,3,4150.0,3696.4,1327.73,-95.6,50.0,-95.6,2974.4,0,WIN
150K,20,2023-11-28,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2023-11-29,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-11-30,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-01,5,1,4,720.0,342.0,724.4,-95.6,20.0,-95.6,724.4,0,WIN
150K,20,2023-12-04,6,2,4,1080.0,626.4,504.4,-95.6,33.33,-95.6,504.4,0,WIN
150K,20,2023-12-05,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2023-12-06,5,1,4,1360.0,982.0,1364.4,-95.6,20.0,-95.6,1364.4,0,WIN
150K,20,2023-12-07,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-08,4,2,2,6460.0,6157.6,3174.4,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2023-12-11,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-12,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2023-12-13,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-14,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-18,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-19,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-20,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-21,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2023-12-22,3,0,3,-60.0,-286.8,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-26,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-27,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2023-12-28,5,1,4,1240.0,862.0,1244.4,-95.6,20.0,-95.6,1244.4,0,WIN
150K,20,2023-12-29,4,1,3,990.0,687.6,974.4,-95.6,25.0,-95.6,974.4,0,WIN
150K,20,2024-01-02,6,2,4,2480.0,2026.4,1204.4,-95.6,33.33,-95.6,1904.4,0,WIN
150K,20,2024-01-03,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-04,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2024-01-05,5,2,3,3270.0,2892.0,1589.4,-95.6,40.0,-95.6,2074.4,0,WIN
150K,20,2024-01-08,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-09,4,1,3,1120.0,817.6,1104.4,-95.6,25.0,-95.6,1104.4,0,WIN
150K,20,2024-01-10,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-11,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2024-01-12,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2024-01-15,1,0,1,-20.0,-95.6,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-16,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2024-01-17,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-18,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-19,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-22,4,2,2,3370.0,3067.6,1629.4,-95.6,50.0,-95.6,2754.4,0,WIN
150K,20,2024-01-23,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-24,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-25,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2024-01-26,6,3,3,5680.0,5226.4,1837.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2024-01-29,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-30,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-01-31,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2024-02-01,6,2,4,5080.0,4626.4,2504.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2024-02-02,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-05,4,1,3,1120.0,817.6,1104.4,-95.6,25.0,-95.6,1104.4,0,WIN
150K,20,2024-02-06,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2024-02-07,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2024-02-08,5,2,3,1700.0,1322.0,804.4,-95.6,40.0,-95.6,1104.4,0,WIN
150K,20,2024-02-09,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-12,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-13,6,2,4,4480.0,4026.4,2204.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2024-02-14,4,1,3,3920.0,3617.6,3904.4,-95.6,25.0,-95.6,3904.4,0,WIN
150K,20,2024-02-15,6,3,3,1680.0,1226.4,504.4,-95.6,50.0,-95.6,504.4,0,WIN
150K,20,2024-02-16,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2024-02-19,2,0,2,-40.0,-191.2,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-20,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2024-02-21,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2024-02-22,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-23,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2024-02-26,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-27,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2024-02-28,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-02-29,6,3,3,6480.0,6026.4,2104.4,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2024-03-01,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-03-04,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-03-05,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-03-06,5,2,3,4500.0,4122.0,2204.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2024-03-07,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-03-08,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-03-11,4,1,3,1920.0,1617.6,1904.4,-95.6,25.0,-95.6,1904.4,0,WIN
150K,20,2024-03-12,5,2,3,5400.0,5022.0,2654.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2024-03-13,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2024-03-14,6,2,4,4480.0,4026.4,2204.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2024-03-18,5,3,2,4300.0,3922.0,1371.07,-95.6,60.0,-95.6,3104.4,0,WIN
150K,20,2024-03-19,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2024-03-20,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2024-03-21,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2024-03-22,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2024-03-25,5,2,3,3900.0,3522.0,1904.4,-95.6,40.0,-95.6,1904.4,0,WIN
150K,20,2024-03-26,4,1,3,1160.0,857.6,1144.4,-95.6,25.0,-95.6,1144.4,0,WIN
150K,20,2024-03-27,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2024-03-28,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2024-04-01,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2024-04-02,7,3,4,1660.0,1130.8,504.4,-95.6,42.86,-95.6,504.4,0,WIN
150K,20,2024-04-03,6,2,4,2860.0,2406.4,1394.4,-95.6,33.33,-95.6,1904.4,0,WIN
150K,20,2024-04-04,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
