account,contracts,date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result
25K,6,2022-12-07,5,3,2,852.0,738.6,265.32,-28.68,60.0,-28.68,331.32,0,WIN
25K,6,2022-12-08,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2022-12-09,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2022-12-12,6,2,4,324.0,187.92,151.32,-28.68,33.33,-28.68,151.32,0,WIN
25K,6,2022-12-13,5,3,2,2970.0,2856.6,971.32,-28.68,60.0,-28.68,1171.32,0,WIN
25K,6,2022-12-14,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2022-12-15,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2022-12-19,5,1,4,780.0,666.6,781.32,-28.68,20.0,-28.68,781.32,0,WIN
25K,6,2022-12-20,6,3,3,1704.0,1567.92,551.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2022-12-21,5,2,3,822.0,708.6,397.32,-28.68,40.0,-28.68,520.32,0,WIN
25K,6,2022-12-22,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2022-12-23,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2022-12-27,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2022-12-28,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2022-12-29,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2022-12-30,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-01-03,6,2,4,1524.0,1387.92,751.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2023-01-04,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2023-01-05,5,3,2,1935.0,1821.6,626.32,-28.68,60.0,-28.68,736.32,0,WIN
25K,6,2023-01-06,6,1,5,564.0,427.92,571.32,-28.68,16.67,-28.68,571.32,0,WIN
25K,6,2023-01-09,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-01-10,6,3,3,2124.0,1987.92,691.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2023-01-11,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-12,5,2,3,750.0,636.6,361.32,-28.68,40.0,-28.68,571.32,0,WIN
25K,6,2023-01-13,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2023-01-16,2,0,2,-12.0,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-17,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-01-18,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-19,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-01-20,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-23,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-24,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2023-01-25,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-26,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-27,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-01-30,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-01-31,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-01,5,1,4,45.0,-68.4,46.32,-28.68,20.0,-28.68,46.32,0,LOSS
25K,6,2023-02-02,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-02-03,6,2,4,924.0,787.92,451.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2023-02-06,5,2,3,510.0,396.6,241.32,-28.68,40.0,-28.68,331.32,0,WIN
25K,6,2023-02-07,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-08,6,4,2,2904.0,2767.92,706.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2023-02-09,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-10,7,4,3,1299.0,1140.24,306.57,-28.68,57.14,-28.68,571.32,0,WIN
25K,6,2023-02-13,4,1,3,375.0,284.28,370.32,-28.68,25.0,-28.68,370.32,0,WIN
25K,6,2023-02-14,6,3,3,2724.0,2587.92,891.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2023-02-15,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-16,4,2,2,936.0,845.28,451.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2023-02-17,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-20,2,0,2,-12.0,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-21,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-22,7,3,4,1518.0,1359.24,491.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2023-02-23,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-02-24,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-02-27,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-02-28,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-01,7,4,3,1878.0,1719.24,451.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2023-03-02,5,2,3,732.0,618.6,352.32,-28.68,40.0,-28.68,373.32,0,WIN
25K,6,2023-03-03,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-06,5,1,4,696.0,582.6,697.32,-28.68,20.0,-28.68,697.32,0,WIN
25K,6,2023-03-07,6,3,3,2124.0,1987.92,691.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2023-03-08,6,3,3,1563.0,1426.92,504.32,-28.68,50.0,-28.68,1030.32,0,WIN
25K,6,2023-03-09,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-10,7,4,3,1938.0,1779.24,466.32,-28.68,57.14,-28.68,571.32,0,WIN
25K,6,2023-03-13,7,4,3,2718.0,2559.24,661.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2023-03-14,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-15,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-16,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-20,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-03-21,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-22,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-23,4,1,3,414.0,323.28,409.32,-28.68,25.0,-28.68,409.32,0,WIN
25K,6,2023-03-24,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2023-03-27,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-03-28,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-29,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-03-30,5,1,4,450.0,336.6,451.32,-28.68,20.0,-28.68,451.32,0,WIN
25K,6,2023-03-31,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-03,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-04,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-04-05,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-06,5,2,3,1770.0,1656.6,871.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-04-10,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-04-11,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-12,7,3,4,1698.0,1539.24,551.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2023-04-13,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-14,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2023-04-17,6,1,5,144.0,7.92,151.32,-28.68,16.67,-28.68,151.32,0,WIN
25K,6,2023-04-18,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2023-04-19,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-20,4,1,3,336.0,245.28,331.32,-28.68,25.0,-28.68,331.32,0,WIN
25K,6,2023-04-21,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-24,5,2,3,1752.0,1638.6,862.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-04-25,6,1,5,1164.0,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN
25K,6,2023-04-26,4,1,3,819.0,728.28,814.32,-28.68,25.0,-28.68,814.32,0,WIN
25K,6,2023-04-27,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-04-28,6,1,5,564.0,427.92,571.32,-28.68,16.67,-28.68,571.32,0,WIN
25K,6,2023-05-01,5,2,3,1086.0,972.6,529.32,-28.68,40.0,-28.68,907.32,0,WIN
25K,6,2023-05-02,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-05-03,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-04,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-05-05,5,1,4,753.0,639.6,754.32,-28.68,20.0,-28.68,754.32,0,WIN
25K,6,2023-05-08,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-09,5,1,4,234.0,120.6,235.32,-28.68,20.0,-28.68,235.32,0,WIN
25K,6,2023-05-10,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-11,5,2,3,504.0,390.6,238.32,-28.68,40.0,-28.68,331.32,0,WIN
25K,6,2023-05-12,5,1,4,831.0,717.6,832.32,-28.68,20.0,-28.68,832.32,0,WIN
25K,6,2023-05-15,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-16,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-17,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-18,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-19,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-22,5,2,3,1182.0,1068.6,577.32,-28.68,40.0,-28.68,697.32,0,WIN
25K,6,2023-05-23,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-24,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2023-05-25,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-26,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-29,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-05-30,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2023-05-31,5,2,3,504.0,390.6,238.32,-28.68,40.0,-28.68,370.32,0,WIN
25K,6,2023-06-01,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-06-02,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-06-05,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-06-06,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2023-06-07,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-06-08,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-06-09,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2023-06-12,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-06-13,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-06-14,5,1,4,207.0,93.6,208.32,-28.68,20.0,-28.68,208.32,0,WIN
25K,6,2023-06-15,5,2,3,2004.0,1890.6,988.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-06-19,2,0,2,-12.0,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-06-20,6,4,2,2124.0,1987.92,511.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2023-06-21,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2023-06-22,6,3,3,1473.0,1336.92,474.32,-28.68,50.0,-28.68,700.32,0,WIN
25K,6,2023-06-23,6,2,4,324.0,187.92,151.32,-28.68,33.33,-28.68,151.32,0,WIN
25K,6,2023-06-26,6,3,3,1161.0,1024.92,370.32,-28.68,50.0,-28.68,808.32,0,WIN
25K,6,2023-06-27,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-06-28,7,3,4,2538.0,2379.24,831.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2023-06-29,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-06-30,5,1,4,93.0,-20.4,94.32,-28.68,20.0,-28.68,94.32,0,LOSS
25K,6,2023-07-03,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-04,3,1,2,162.0,93.96,151.32,-28.68,33.33,-28.68,151.32,0,WIN
25K,6,2023-07-05,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2023-07-06,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-07-07,5,1,4,648.0,534.6,649.32,-28.68,20.0,-28.68,649.32,0,WIN
25K,6,2023-07-10,4,2,2,1776.0,1685.28,871.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2023-07-11,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-12,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-13,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-14,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-17,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-18,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-07-19,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-20,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-07-21,6,3,3,1884.0,1747.92,611.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2023-07-24,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2023-07-25,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-07-26,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-07-27,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-07-28,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-07-31,5,2,3,447.0,333.6,209.82,-28.68,40.0,-28.68,298.32,0,WIN
25K,6,2023-08-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-02,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2023-08-03,6,3,3,1104.0,967.92,351.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2023-08-04,6,2,4,1764.0,1627.92,871.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2023-08-07,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-08-08,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-09,5,3,2,2550.0,2436.6,831.32,-28.68,60.0,-28.68,1171.32,0,WIN
25K,6,2023-08-10,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-11,4,1,3,336.0,245.28,331.32,-28.68,25.0,-28.68,331.32,0,WIN
25K,6,2023-08-14,6,2,4,684.0,547.92,331.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2023-08-15,4,1,3,201.0,110.28,196.32,-28.68,25.0,-28.68,196.32,0,WIN
25K,6,2023-08-16,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-08-17,6,1,5,144.0,7.92,151.32,-28.68,16.67,-28.68,151.32,0,WIN
25K,6,2023-08-18,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-21,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-22,4,1,3,486.0,395.28,481.32,-28.68,25.0,-28.68,481.32,0,WIN
25K,6,2023-08-23,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-08-24,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-25,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2023-08-28,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-29,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-08-30,6,2,4,1764.0,1627.92,871.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2023-08-31,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-01,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-04,2,0,2,-12.0,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-05,5,1,4,60.0,-53.4,61.32,-28.68,20.0,-28.68,61.32,0,LOSS
25K,6,2023-09-06,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-09-07,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-08,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-11,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-12,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2023-09-13,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-14,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-18,4,2,2,777.0,686.28,371.82,-28.68,50.0,-28.68,592.32,0,WIN
25K,6,2023-09-19,6,2,4,408.0,271.92,193.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2023-09-20,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-21,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-09-22,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-09-25,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2023-09-26,5,1,4,900.0,786.6,901.32,-28.68,20.0,-28.68,901.32,0,WIN
25K,6,2023-09-27,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2023-09-28,6,4,2,2724.0,2587.92,661.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2023-09-29,6,1,5,564.0,427.92,571.32,-28.68,16.67,-28.68,571.32,0,WIN
25K,6,2023-10-02,4,1,3,192.0,101.28,187.32,-28.68,25.0,-28.68,187.32,0,WIN
25K,6,2023-10-03,6,1,5,144.0,7.92,151.32,-28.68,16.67,-28.68,151.32,0,WIN
25K,6,2023-10-04,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-10-05,5,1,4,537.0,423.6,538.32,-28.68,20.0,-28.68,538.32,0,WIN
25K,6,2023-10-06,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2023-10-09,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2023-10-10,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
