date,trade_num,entry_time,exit_time,direction,contracts,entry_px,exit_px,net_pnl,reason
2020-12-28,1,2020-12-28 10:45:00-05:00,2020-12-28 11:00:00-05:00,SHORT,5,12793.5,12794.0,-23.9,break_even
2020-12-28,2,2020-12-28 12:15:00-05:00,2020-12-28 12:30:00-05:00,SHORT,5,12823.0,12823.5,-23.9,break_even
2020-12-28,3,2020-12-28 13:45:00-05:00,2020-12-28 14:00:00-05:00,SHORT,5,12843.0,12843.5,-23.9,break_even
2020-12-28,4,2020-12-28 15:15:00-05:00,2020-12-29 09:30:00-05:00,SHORT,5,12849.25,12849.75,-23.9,break_even
2020-12-29,1,2020-12-29 09:45:00-05:00,2020-12-29 11:00:00-05:00,SHORT,5,12901.0,12866.0,331.1,max_hold
2020-12-29,2,2020-12-29 12:15:00-05:00,2020-12-29 12:30:00-05:00,LONG,5,12840.25,12839.75,-23.9,break_even
2020-12-29,3,2020-12-29 14:00:00-05:00,2020-12-29 15:15:00-05:00,SHORT,5,12860.5,12861.0,-23.9,break_even
2020-12-29,4,2020-12-29 15:30:00-05:00,2020-12-29 16:00:00-05:00,SHORT,5,12858.0,12858.5,-23.9,break_even
2020-12-30,1,2020-12-30 09:45:00-05:00,2020-12-30 10:00:00-05:00,SHORT,5,12867.25,12867.75,-23.9,break_even
2020-12-30,2,2020-12-30 12:00:00-05:00,2020-12-30 13:15:00-05:00,SHORT,5,12869.0,12862.0,51.1,max_hold
2020-12-30,3,2020-12-30 13:45:00-05:00,2020-12-30 14:00:00-05:00,SHORT,5,12865.75,12866.25,-23.9,break_even
2020-12-30,4,2020-12-30 15:15:00-05:00,2020-12-30 15:30:00-05:00,LONG,5,12838.25,12837.75,-23.9,break_even
2020-12-31,1,2020-12-31 10:00:00-05:00,2020-12-31 11:00:00-05:00,LONG,5,12834.5,12834.0,-23.9,break_even
2020-12-31,2,2020-12-31 11:30:00-05:00,2020-12-31 11:45:00-05:00,LONG,5,12837.5,12837.0,-23.9,break_even
2020-12-31,3,2020-12-31 13:45:00-05:00,2020-12-31 14:00:00-05:00,LONG,5,12816.75,12816.25,-23.9,break_even
2020-12-31,4,2020-12-31 15:15:00-05:00,2020-12-31 15:45:00-05:00,SHORT,5,12855.0,12855.5,-23.9,break_even
2021-01-04,1,2021-01-04 09:45:00-05:00,2021-01-04 10:00:00-05:00,SHORT,5,12890.0,12890.5,-23.9,break_even
2021-01-04,2,2021-01-04 11:15:00-05:00,2021-01-04 11:30:00-05:00,LONG,5,12734.0,12733.5,-23.9,break_even
2021-01-04,3,2021-01-04 12:45:00-05:00,2021-01-04 13:00:00-05:00,LONG,5,12565.25,12594.75,276.1,stop_loss
2021-01-04,4,2021-01-04 14:00:00-05:00,2021-01-04 15:00:00-05:00,SHORT,5,12672.5,12673.0,-23.9,break_even
2021-01-04,5,2021-01-04 15:45:00-05:00,2021-01-04 16:00:00-05:00,SHORT,5,12681.0,12681.5,-23.9,break_even
2021-01-05,1,2021-01-05 09:45:00-05:00,2021-01-05 10:00:00-05:00,SHORT,5,12747.25,12747.75,-23.9,break_even
2021-01-05,2,2021-01-05 11:45:00-05:00,2021-01-05 12:00:00-05:00,SHORT,5,12734.0,12734.5,-23.9,break_even
2021-01-05,3,2021-01-05 13:15:00-05:00,2021-01-05 13:30:00-05:00,SHORT,5,12729.5,12730.0,-23.9,break_even
2021-01-05,4,2021-01-05 14:45:00-05:00,2021-01-05 15:45:00-05:00,SHORT,5,12795.75,12796.25,-23.9,break_even
2021-01-05,5,2021-01-05 16:30:00-05:00,2021-01-06 09:30:00-05:00,SHORT,5,12791.0,12691.5,976.1,take_profit
2021-01-06,1,2021-01-06 09:45:00-05:00,2021-01-06 10:00:00-05:00,LONG,5,12612.75,12662.25,476.1,stop_loss
2021-01-06,2,2021-01-06 10:15:00-05:00,2021-01-06 10:30:00-05:00,LONG,5,12677.25,12706.75,276.1,stop_loss
2021-01-06,3,2021-01-06 11:15:00-05:00,2021-01-06 11:30:00-05:00,SHORT,5,12759.5,12760.0,-23.9,break_even
2021-01-06,4,2021-01-06 13:15:00-05:00,2021-01-06 13:30:00-05:00,SHORT,5,12781.5,12782.0,-23.9,break_even
2021-01-06,5,2021-01-06 14:45:00-05:00,2021-01-06 15:00:00-05:00,LONG,5,12697.0,12696.5,-23.9,break_even
2021-01-06,6,2021-01-06 16:30:00-05:00,2021-01-07 09:30:00-05:00,LONG,5,12630.75,12730.25,976.1,take_profit
2021-01-07,1,2021-01-07 09:45:00-05:00,2021-01-07 10:00:00-05:00,SHORT,5,12804.25,12804.75,-23.9,break_even
2021-01-07,2,2021-01-07 11:15:00-05:00,2021-01-07 11:30:00-05:00,SHORT,5,12876.75,12877.25,-23.9,break_even
2021-01-07,3,2021-01-07 12:45:00-05:00,2021-01-07 13:00:00-05:00,SHORT,5,12890.75,12891.25,-23.9,break_even
2021-01-07,4,2021-01-07 14:15:00-05:00,2021-01-07 14:30:00-05:00,SHORT,5,12910.75,12911.25,-23.9,break_even
2021-01-07,5,2021-01-07 15:45:00-05:00,2021-01-07 16:00:00-05:00,SHORT,5,12939.5,12940.0,-23.9,break_even
2021-01-08,1,2021-01-08 09:45:00-05:00,2021-01-08 10:00:00-05:00,SHORT,5,13037.5,13038.0,-23.9,break_even
2021-01-08,2,2021-01-08 11:15:00-05:00,2021-01-08 11:30:00-05:00,SHORT,5,13029.25,13029.75,-23.9,break_even
2021-01-08,3,2021-01-08 12:45:00-05:00,2021-01-08 13:15:00-05:00,SHORT,5,13054.5,12955.0,976.1,take_profit
2021-01-08,4,2021-01-08 13:30:00-05:00,2021-01-08 13:45:00-05:00,LONG,5,12992.25,12991.75,-23.9,break_even
2021-01-08,5,2021-01-08 15:00:00-05:00,2021-01-08 15:15:00-05:00,SHORT,5,13042.75,13043.25,-23.9,break_even
2021-01-11,1,2021-01-11 09:45:00-05:00,2021-01-11 10:00:00-05:00,LONG,5,12925.75,12955.25,276.1,stop_loss
2021-01-11,2,2021-01-11 10:15:00-05:00,2021-01-11 10:30:00-05:00,LONG,5,12967.5,12982.0,126.1,stop_loss
2021-01-11,3,2021-01-11 11:00:00-05:00,2021-01-11 11:15:00-05:00,LONG,5,12976.25,12975.75,-23.9,break_even
2021-01-11,4,2021-01-11 12:30:00-05:00,2021-01-11 12:45:00-05:00,SHORT,5,12994.75,12995.25,-23.9,break_even
2021-01-11,5,2021-01-11 14:00:00-05:00,2021-01-11 14:15:00-05:00,LONG,5,12960.5,12960.0,-23.9,break_even
2021-01-11,6,2021-01-11 15:30:00-05:00,2021-01-11 15:45:00-05:00,LONG,5,12875.0,12904.5,276.1,stop_loss
2021-01-11,7,2021-01-11 16:00:00-05:00,2021-01-12 09:30:00-05:00,LONG,5,12897.25,12926.75,276.1,stop_loss
2021-01-12,1,2021-01-12 09:45:00-05:00,2021-01-12 11:00:00-05:00,SHORT,5,12921.5,12917.25,23.6,max_hold
2021-01-12,2,2021-01-12 11:15:00-05:00,2021-01-12 12:00:00-05:00,SHORT,5,12916.5,12817.0,976.1,take_profit
2021-01-12,3,2021-01-12 12:15:00-05:00,2021-01-12 12:30:00-05:00,LONG,5,12785.75,12800.25,126.1,stop_loss
2021-01-12,4,2021-01-12 12:45:00-05:00,2021-01-12 13:00:00-05:00,LONG,5,12824.25,12838.75,126.1,stop_loss
2021-01-12,5,2021-01-12 13:30:00-05:00,2021-01-12 13:45:00-05:00,SHORT,5,12874.5,12875.0,-23.9,break_even
2021-01-12,6,2021-01-12 15:45:00-05:00,2021-01-12 16:00:00-05:00,SHORT,5,12887.5,12888.0,-23.9,break_even
2021-01-13,1,2021-01-13 09:45:00-05:00,2021-01-13 10:00:00-05:00,LONG,5,12868.75,12898.25,276.1,stop_loss
2021-01-13,2,2021-01-13 10:15:00-05:00,2021-01-13 10:30:00-05:00,SHORT,5,12916.25,12916.75,-23.9,break_even
2021-01-13,3,2021-01-13 11:45:00-05:00,2021-01-13 13:00:00-05:00,SHORT,5,12992.25,12983.5,68.6,max_hold
2021-01-13,4,2021-01-13 13:15:00-05:00,2021-01-13 13:30:00-05:00,SHORT,5,12982.75,12983.25,-23.9,break_even
2021-01-13,5,2021-01-13 15:30:00-05:00,2021-01-13 15:45:00-05:00,LONG,5,12964.25,12978.75,126.1,stop_loss
2021-01-14,1,2021-01-14 09:45:00-05:00,2021-01-14 10:00:00-05:00,SHORT,5,12987.5,12988.0,-23.9,break_even
2021-01-14,2,2021-01-14 11:15:00-05:00,2021-01-14 12:30:00-05:00,SHORT,5,13017.25,12943.0,723.6,max_hold
2021-01-14,3,2021-01-14 12:45:00-05:00,2021-01-14 13:15:00-05:00,LONG,5,12943.0,12957.5,126.1,stop_loss
2021-01-14,4,2021-01-14 13:30:00-05:00,2021-01-14 13:45:00-05:00,LONG,5,12951.75,12951.25,-23.9,break_even
2021-01-14,5,2021-01-14 15:00:00-05:00,2021-01-14 15:15:00-05:00,LONG,5,12950.0,12949.5,-23.9,break_even
2021-01-15,1,2021-01-15 09:45:00-05:00,2021-01-15 10:00:00-05:00,LONG,5,12904.25,12903.75,-23.9,break_even
2021-01-15,2,2021-01-15 11:15:00-05:00,2021-01-15 11:45:00-05:00,LONG,5,12795.5,12845.0,476.1,stop_loss
2021-01-15,3,2021-01-15 12:45:00-05:00,2021-01-15 13:00:00-05:00,SHORT,5,12850.0,12850.5,-23.9,break_even
2021-01-15,4,2021-01-15 14:30:00-05:00,2021-01-15 14:45:00-05:00,LONG,5,12847.75,12847.25,-23.9,break_even
2021-01-15,5,2021-01-15 16:00:00-05:00,2021-01-15 16:30:00-05:00,LONG,5,12799.25,12798.75,-23.9,break_even
2021-01-18,1,2021-01-18 12:30:00-05:00,2021-01-19 09:30:00-05:00,LONG,5,12801.25,12900.75,976.1,take_profit
2021-01-19,1,2021-01-19 09:45:00-05:00,2021-01-19 10:00:00-05:00,SHORT,5,12895.5,12896.0,-23.9,break_even
2021-01-19,2,2021-01-19 11:45:00-05:00,2021-01-19 12:00:00-05:00,SHORT,5,12882.75,12883.25,-23.9,break_even
2021-01-19,3,2021-01-19 13:15:00-05:00,2021-01-19 13:30:00-05:00,SHORT,5,12967.25,12967.75,-23.9,break_even
2021-01-19,4,2021-01-19 15:00:00-05:00,2021-01-19 15:15:00-05:00,SHORT,5,12985.0,12985.5,-23.9,break_even
2021-01-20,1,2021-01-20 09:45:00-05:00,2021-01-20 10:00:00-05:00,SHORT,5,13182.75,13183.25,-23.9,break_even
2021-01-20,2,2021-01-20 11:15:00-05:00,2021-01-20 11:30:00-05:00,SHORT,5,13228.75,13229.25,-23.9,break_even
2021-01-20,3,2021-01-20 12:45:00-05:00,2021-01-20 13:00:00-05:00,SHORT,5,13271.75,13272.25,-23.9,break_even
2021-01-20,4,2021-01-20 14:30:00-05:00,2021-01-20 14:45:00-05:00,SHORT,5,13298.0,13298.5,-23.9,break_even
2021-01-20,5,2021-01-20 16:00:00-05:00,2021-01-21 09:30:00-05:00,LONG,5,13286.0,13315.5,276.1,stop_loss
2021-01-21,1,2021-01-21 10:00:00-05:00,2021-01-21 10:15:00-05:00,SHORT,5,13316.5,13317.0,-23.9,break_even
2021-01-21,2,2021-01-21 11:30:00-05:00,2021-01-21 11:45:00-05:00,SHORT,5,13375.0,13375.5,-23.9,break_even
2021-01-21,3,2021-01-21 13:15:00-05:00,2021-01-21 13:30:00-05:00,SHORT,5,13367.75,13368.25,-23.9,break_even
2021-01-21,4,2021-01-21 14:45:00-05:00,2021-01-21 15:00:00-05:00,SHORT,5,13392.5,13393.0,-23.9,break_even
2021-01-22,1,2021-01-22 09:45:00-05:00,2021-01-22 10:00:00-05:00,LONG,5,13357.5,13372.0,126.1,stop_loss
2021-01-22,2,2021-01-22 10:15:00-05:00,2021-01-22 10:30:00-05:00,LONG,5,13374.75,13374.25,-23.9,break_even
2021-01-22,3,2021-01-22 12:00:00-05:00,2021-01-22 12:15:00-05:00,SHORT,5,13368.0,13368.5,-23.9,break_even
2021-01-22,4,2021-01-22 13:45:00-05:00,2021-01-22 14:30:00-05:00,SHORT,5,13374.75,13375.25,-23.9,break_even
2021-01-22,5,2021-01-22 15:30:00-05:00,2021-01-22 15:45:00-05:00,SHORT,5,13386.5,13387.0,-23.9,break_even
2021-01-25,1,2021-01-25 09:45:00-05:00,2021-01-25 10:00:00-05:00,SHORT,5,13546.5,13547.0,-23.9,break_even
2021-01-25,2,2021-01-25 11:15:00-05:00,2021-01-25 11:30:00-05:00,LONG,5,13326.75,13356.25,276.1,stop_loss
2021-01-25,3,2021-01-25 12:15:00-05:00,2021-01-25 12:30:00-05:00,LONG,5,13360.75,13360.25,-23.9,break_even
2021-01-25,4,2021-01-25 13:45:00-05:00,2021-01-25 14:00:00-05:00,SHORT,5,13432.5,13433.0,-23.9,break_even
2021-01-25,5,2021-01-25 15:15:00-05:00,2021-01-25 15:30:00-05:00,LONG,5,13393.25,13407.75,126.1,stop_loss
2021-01-25,6,2021-01-25 15:45:00-05:00,2021-01-25 16:00:00-05:00,SHORT,5,13435.75,13436.25,-23.9,break_even
2021-01-26,1,2021-01-26 10:00:00-05:00,2021-01-26 10:15:00-05:00,SHORT,5,13477.0,13477.5,-23.9,break_even
2021-01-26,2,2021-01-26 11:45:00-05:00,2021-01-26 12:00:00-05:00,LONG,5,13471.5,13471.0,-23.9,break_even
2021-01-26,3,2021-01-26 13:15:00-05:00,2021-01-26 13:30:00-05:00,SHORT,5,13489.0,13489.5,-23.9,break_even
2021-01-26,4,2021-01-26 15:30:00-05:00,2021-01-26 15:45:00-05:00,SHORT,5,13503.0,13503.5,-23.9,break_even
2021-01-27,1,2021-01-27 09:45:00-05:00,2021-01-27 10:00:00-05:00,LONG,5,13231.5,13281.0,476.1,stop_loss
2021-01-27,2,2021-01-27 10:15:00-05:00,2021-01-27 10:30:00-05:00,LONG,5,13320.5,13350.0,276.1,stop_loss
2021-01-27,3,2021-01-27 11:15:00-05:00,2021-01-27 11:30:00-05:00,LONG,5,13326.5,13326.0,-23.9,break_even
2021-01-27,4,2021-01-27 13:00:00-05:00,2021-01-27 14:15:00-05:00,SHORT,5,13318.0,13218.5,976.1,take_profit
2021-01-27,5,2021-01-27 14:30:00-05:00,2021-01-27 14:45:00-05:00,LONG,5,13210.5,13210.0,-23.9,break_even
2021-01-27,6,2021-01-27 16:30:00-05:00,2021-01-28 09:30:00-05:00,LONG,5,12978.25,13077.75,976.1,take_profit
2021-01-28,1,2021-01-28 09:45:00-05:00,2021-01-28 10:00:00-05:00,SHORT,5,13236.5,13237.0,-23.9,break_even
2021-01-28,2,2021-01-28 11:15:00-05:00,2021-01-28 11:45:00-05:00,SHORT,5,13305.0,13305.5,-23.9,break_even
2021-01-28,3,2021-01-28 12:45:00-05:00,2021-01-28 13:00:00-05:00,SHORT,5,13367.75,13368.25,-23.9,break_even
2021-01-28,4,2021-01-28 14:45:00-05:00,2021-01-28 15:00:00-05:00,LONG,5,13323.25,13322.75,-23.9,break_even
2021-01-28,5,2021-01-28 16:30:00-05:00,2021-01-29 09:30:00-05:00,LONG,5,13183.25,13182.75,-23.9,break_even
2021-01-29,1,2021-01-29 10:45:00-05:00,2021-01-29 11:00:00-05:00,LONG,5,13060.5,13090.0,276.1,stop_loss
2021-01-29,2,2021-01-29 11:15:00-05:00,2021-01-29 11:30:00-05:00,LONG,5,13018.0,13017.5,-23.9,break_even
2021-01-29,3,2021-01-29 12:45:00-05:00,2021-01-29 13:00:00-05:00,LONG,5,12885.5,12885.0,-23.9,break_even
2021-01-29,4,2021-01-29 15:15:00-05:00,2021-01-29 15:30:00-05:00,SHORT,5,12993.0,12993.5,-23.9,break_even
2021-02-01,1,2021-02-01 09:45:00-05:00,2021-02-01 10:15:00-05:00,SHORT,5,13063.25,13063.75,-23.9,break_even
2021-02-01,2,2021-02-01 11:15:00-05:00,2021-02-01 11:30:00-05:00,SHORT,5,13098.75,13099.25,-23.9,break_even
2021-02-01,3,2021-02-01 12:45:00-05:00,2021-02-01 13:00:00-05:00,SHORT,5,13224.5,13225.0,-23.9,break_even
2021-02-01,4,2021-02-01 14:15:00-05:00,2021-02-01 14:30:00-05:00,SHORT,5,13251.75,13252.25,-23.9,break_even
2021-02-01,5,2021-02-01 15:45:00-05:00,2021-02-02 09:30:00-05:00,SHORT,5,13259.25,13259.75,-23.9,break_even
2021-02-02,1,2021-02-02 10:15:00-05:00,2021-02-02 10:30:00-05:00,SHORT,5,13391.5,13392.0,-23.9,break_even
2021-02-02,2,2021-02-02 11:45:00-05:00,2021-02-02 12:00:00-05:00,SHORT,5,13439.5,13440.0,-23.9,break_even
2021-02-02,3,2021-02-02 13:30:00-05:00,2021-02-02 14:45:00-05:00,LONG,5,13441.25,13488.5,453.6,max_hold
2021-02-02,4,2021-02-02 15:00:00-05:00,2021-02-02 16:00:00-05:00,SHORT,5,13488.0,13488.5,-23.9,break_even
2021-02-03,1,2021-02-03 09:45:00-05:00,2021-02-03 10:00:00-05:00,SHORT,5,13484.5,13485.0,-23.9,break_even
2021-02-03,2,2021-02-03 11:15:00-05:00,2021-02-03 11:30:00-05:00,LONG,5,13428.0,13442.5,126.1,stop_loss
2021-02-03,3,2021-02-03 11:45:00-05:00,2021-02-03 12:00:00-05:00,SHORT,5,13457.75,13458.25,-23.9,break_even
2021-02-03,4,2021-02-03 13:45:00-05:00,2021-02-03 15:00:00-05:00,SHORT,5,13493.5,13449.5,421.1,max_hold
2021-02-03,5,2021-02-03 15:15:00-05:00,2021-02-03 15:30:00-05:00,LONG,5,13450.0,13449.5,-23.9,break_even
2021-02-04,1,2021-02-04 10:00:00-05:00,2021-02-04 10:15:00-05:00,SHORT,5,13436.25,13436.75,-23.9,break_even
2021-02-04,2,2021-02-04 11:30:00-05:00,2021-02-04 11:45:00-05:00,SHORT,5,13443.75,13444.25,-23.9,break_even
2021-02-04,3,2021-02-04 13:00:00-05:00,2021-02-04 13:15:00-05:00,SHORT,5,13479.25,13479.75,-23.9,break_even
2021-02-04,4,2021-02-04 14:30:00-05:00,2021-02-04 14:45:00-05:00,SHORT,5,13495.0,13495.5,-23.9,break_even
2021-02-04,5,2021-02-04 16:00:00-05:00,2021-02-04 16:30:00-05:00,SHORT,5,13550.25,13550.75,-23.9,break_even
2021-02-05,1,2021-02-05 09:45:00-05:00,2021-02-05 10:45:00-05:00,SHORT,5,13565.25,13565.75,-23.9,break_even
2021-02-05,2,2021-02-05 11:45:00-05:00,2021-02-05 12:00:00-05:00,SHORT,5,13572.25,13572.75,-23.9,break_even
2021-02-05,3,2021-02-05 13:15:00-05:00,2021-02-05 14:30:00-05:00,SHORT,5,13627.75,13601.75,241.1,max_hold
2021-02-05,4,2021-02-05 15:00:00-05:00,2021-02-05 15:15:00-05:00,LONG,5,13595.0,13594.5,-23.9,break_even
2021-02-08,1,2021-02-08 09:45:00-05:00,2021-02-08 10:00:00-05:00,SHORT,5,13655.25,13655.75,-23.9,break_even
2021-02-08,2,2021-02-08 11:30:00-05:00,2021-02-08 11:45:00-05:00,LONG,5,13638.75,13638.25,-23.9,break_even
2021-02-08,3,2021-02-08 13:15:00-05:00,2021-02-08 13:45:00-05:00,LONG,5,13630.25,13629.75,-23.9,break_even
2021-02-08,4,2021-02-08 15:15:00-05:00,2021-02-08 15:30:00-05:00,SHORT,5,13648.75,13649.25,-23.9,break_even
2021-02-09,1,2021-02-09 09:45:00-05:00,2021-02-09 10:00:00-05:00,SHORT,5,13676.0,13676.5,-23.9,break_even
2021-02-09,2,2021-02-09 11:15:00-05:00,2021-02-09 11:30:00-05:00,LONG,5,13687.5,13687.0,-23.9,break_even
2021-02-09,3,2021-02-09 13:15:00-05:00,2021-02-09 13:30:00-05:00,LONG,5,13687.25,13686.75,-23.9,break_even
2021-02-09,4,2021-02-09 14:45:00-05:00,2021-02-09 15:00:00-05:00,SHORT,5,13697.5,13698.0,-23.9,break_even
2021-02-10,1,2021-02-10 09:45:00-05:00,2021-02-10 10:00:00-05:00,SHORT,5,13723.0,13723.5,-23.9,break_even
2021-02-10,2,2021-02-10 11:30:00-05:00,2021-02-10 11:45:00-05:00,LONG,5,13595.5,13610.0,126.1,stop_loss
2021-02-10,3,2021-02-10 13:15:00-05:00,2021-02-10 13:30:00-05:00,SHORT,5,13628.75,13629.25,-23.9,break_even
2021-02-10,4,2021-02-10 14:45:00-05:00,2021-02-10 15:00:00-05:00,SHORT,5,13680.0,13680.5,-23.9,break_even
2021-02-11,1,2021-02-11 09:45:00-05:00,2021-02-11 10:00:00-05:00,SHORT,5,13709.0,13709.5,-23.9,break_even
2021-02-11,2,2021-02-11 11:15:00-05:00,2021-02-11 11:30:00-05:00,SHORT,5,13719.0,13719.5,-23.9,break_even
2021-02-11,3,2021-02-11 12:45:00-05:00,2021-02-11 13:00:00-05:00,LONG,5,13656.25,13670.75,126.1,stop_loss
2021-02-11,4,2021-02-11 13:45:00-05:00,2021-02-11 15:00:00-05:00,SHORT,5,13710.75,13704.0,48.6,max_hold
2021-02-11,5,2021-02-11 15:15:00-05:00,2021-02-11 15:30:00-05:00,SHORT,5,13703.25,13703.75,-23.9,break_even
2021-02-12,1,2021-02-12 09:45:00-05:00,2021-02-12 10:00:00-05:00,LONG,5,13696.5,13696.0,-23.9,break_even
2021-02-12,2,2021-02-12 11:15:00-05:00,2021-02-12 11:30:00-05:00,SHORT,5,13733.0,13733.5,-23.9,break_even
2021-02-12,3,2021-02-12 13:00:00-05:00,2021-02-12 13:30:00-05:00,SHORT,5,13741.5,13742.0,-23.9,break_even
2021-02-12,4,2021-02-12 15:00:00-05:00,2021-02-12 15:15:00-05:00,SHORT,5,13741.25,13741.75,-23.9,break_even
2021-02-15,1,2021-02-15 09:45:00-05:00,2021-02-15 10:00:00-05:00,SHORT,5,13854.75,13855.25,-23.9,break_even
2021-02-15,2,2021-02-15 11:15:00-05:00,2021-02-15 11:30:00-05:00,SHORT,5,13857.5,13858.0,-23.9,break_even
2021-02-15,3,2021-02-15 12:45:00-05:00,2021-02-16 10:30:00-05:00,SHORT,5,13871.0,13871.5,-23.9,break_even
2021-02-16,1,2021-02-16 11:00:00-05:00,2021-02-16 11:15:00-05:00,LONG,5,13833.5,13833.0,-23.9,break_even
2021-02-16,2,2021-02-16 12:45:00-05:00,2021-02-16 13:30:00-05:00,LONG,5,13754.75,13769.25,126.1,stop_loss
2021-02-16,3,2021-02-16 14:00:00-05:00,2021-02-16 14:45:00-05:00,LONG,5,13754.75,13769.25,126.1,stop_loss
2021-02-16,4,2021-02-16 15:30:00-05:00,2021-02-16 15:45:00-05:00,LONG,5,13769.0,13768.5,-23.9,break_even
2021-02-17,1,2021-02-17 09:45:00-05:00,2021-02-17 10:00:00-05:00,LONG,5,13655.75,13670.25,126.1,stop_loss
2021-02-17,2,2021-02-17 10:15:00-05:00,2021-02-17 10:30:00-05:00,LONG,5,13626.75,13626.25,-23.9,break_even
2021-02-17,3,2021-02-17 11:45:00-05:00,2021-02-17 13:00:00-05:00,LONG,5,13561.0,13660.5,976.1,take_profit
2021-02-17,4,2021-02-17 13:15:00-05:00,2021-02-17 13:30:00-05:00,SHORT,5,13659.5,13660.0,-23.9,break_even
2021-02-17,5,2021-02-17 15:15:00-05:00,2021-02-17 15:30:00-05:00,SHORT,5,13669.75,13670.25,-23.9,break_even
2021-02-18,1,2021-02-18 09:45:00-05:00,2021-02-18 10:00:00-05:00,LONG,5,13563.5,13563.0,-23.9,break_even
2021-02-18,2,2021-02-18 11:15:00-05:00,2021-02-18 11:30:00-05:00,LONG,5,13536.25,13535.75,-23.9,break_even
2021-02-18,3,2021-02-18 13:00:00-05:00,2021-02-18 13:15:00-05:00,SHORT,5,13556.5,13557.0,-23.9,break_even
2021-02-18,4,2021-02-18 14:30:00-05:00,2021-02-18 14:45:00-05:00,SHORT,5,13613.75,13614.25,-23.9,break_even
2021-02-19,1,2021-02-19 09:45:00-05:00,2021-02-19 10:00:00-05:00,SHORT,5,13669.25,13669.75,-23.9,break_even
2021-02-19,2,2021-02-19 11:15:00-05:00,2021-02-19 11:30:00-05:00,SHORT,5,13674.25,13674.75,-23.9,break_even
2021-02-19,3,2021-02-19 12:45:00-05:00,2021-02-19 13:00:00-05:00,LONG,5,13595.75,13595.25,-23.9,break_even
2021-02-19,4,2021-02-19 14:30:00-05:00,2021-02-19 14:45:00-05:00,LONG,5,13558.0,13572.5,126.1,stop_loss
2021-02-19,5,2021-02-19 15:30:00-05:00,2021-02-19 15:45:00-05:00,SHORT,5,13595.5,13596.0,-23.9,break_even
2021-02-22,1,2021-02-22 09:45:00-05:00,2021-02-22 10:00:00-05:00,LONG,5,13405.5,13420.0,126.1,stop_loss
2021-02-22,2,2021-02-22 10:15:00-05:00,2021-02-22 10:30:00-05:00,LONG,5,13422.0,13421.5,-23.9,break_even
2021-02-22,3,2021-02-22 11:45:00-05:00,2021-02-22 12:00:00-05:00,LONG,5,13340.25,13339.75,-23.9,break_even
2021-02-22,4,2021-02-22 13:30:00-05:00,2021-02-22 13:45:00-05:00,SHORT,5,13362.5,13363.0,-23.9,break_even
2021-02-22,5,2021-02-22 15:00:00-05:00,2021-02-22 15:15:00-05:00,LONG,5,13331.0,13330.5,-23.9,break_even
2021-02-23,1,2021-02-23 09:45:00-05:00,2021-02-23 10:00:00-05:00,LONG,5,12828.0,12877.5,476.1,stop_loss
2021-02-23,2,2021-02-23 10:15:00-05:00,2021-02-23 10:30:00-05:00,LONG,5,12938.0,12987.5,476.1,stop_loss
2021-02-23,3,2021-02-23 11:15:00-05:00,2021-02-23 11:30:00-05:00,SHORT,5,13090.75,12991.25,976.1,take_profit
2021-02-23,4,2021-02-23 11:45:00-05:00,2021-02-23 12:00:00-05:00,LONG,5,12988.0,12987.5,-23.9,break_even
2021-02-23,5,2021-02-23 13:30:00-05:00,2021-02-23 13:45:00-05:00,SHORT,5,13043.0,13043.5,-23.9,break_even
2021-02-23,6,2021-02-23 15:00:00-05:00,2021-02-23 15:15:00-05:00,SHORT,5,13128.0,13128.5,-23.9,break_even
2021-02-24,1,2021-02-24 09:45:00-05:00,2021-02-24 10:00:00-05:00,LONG,5,13029.75,13029.25,-23.9,break_even
2021-02-24,2,2021-02-24 11:15:00-05:00,2021-02-24 11:30:00-05:00,SHORT,5,13142.5,13143.0,-23.9,break_even
2021-02-24,3,2021-02-24 12:45:00-05:00,2021-02-24 13:15:00-05:00,SHORT,5,13229.5,13230.0,-23.9,break_even
2021-02-24,4,2021-02-24 14:45:00-05:00,2021-02-24 15:00:00-05:00,SHORT,5,13255.0,13255.5,-23.9,break_even
2021-02-24,5,2021-02-24 16:30:00-05:00,2021-02-25 09:30:00-05:00,SHORT,5,13329.5,13230.0,976.1,take_profit
2021-02-25,1,2021-02-25 09:45:00-05:00,2021-02-25 10:00:00-05:00,LONG,5,13250.5,13250.0,-23.9,break_even
2021-02-25,2,2021-02-25 11:15:00-05:00,2021-02-25 11:30:00-05:00,LONG,5,13141.0,13140.5,-23.9,break_even
2021-02-25,3,2021-02-25 12:45:00-05:00,2021-02-25 13:00:00-05:00,LONG,5,12938.25,12937.75,-23.9,break_even
2021-02-25,4,2021-02-25 14:15:00-05:00,2021-02-25 14:30:00-05:00,SHORT,5,12977.5,12978.0,-23.9,break_even
2021-02-25,5,2021-02-25 15:45:00-05:00,2021-02-25 16:00:00-05:00,LONG,5,12840.0,12854.5,126.1,stop_loss
2021-02-25,6,2021-02-25 16:30:00-05:00,2021-02-26 09:30:00-05:00,LONG,5,12831.25,12930.75,976.1,take_profit
2021-02-26,1,2021-02-26 09:45:00-05:00,2021-02-26 10:00:00-05:00,SHORT,5,12985.75,12886.25,976.1,take_profit
2021-02-26,2,2021-02-26 10:30:00-05:00,2021-02-26 10:45:00-05:00,LONG,5,12759.75,12859.25,976.1,take_profit
