date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result,cumulative_total_pnl
2021-11-29,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,172137.48
2021-11-30,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,173194.08
2021-12-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,173050.68
2021-12-02,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,175307.28
2021-12-03,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,175192.56
2021-12-06,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,175077.84
2021-12-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,174934.44
2021-12-08,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,174791.04
2021-12-09,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,174676.32
2021-12-10,5,3,2,1965.6,1965.6,674.32,-28.68,60.0,-28.68,949.32,0,WIN,176641.92
2021-12-13,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,176527.2
2021-12-14,5,1,4,756.6,756.6,871.32,-28.68,20.0,-28.68,871.32,0,WIN,177283.8
2021-12-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177140.4
2021-12-16,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177025.68
2021-12-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,176882.28
2021-12-21,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,177910.2
2021-12-22,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177795.48
2021-12-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177652.08
2021-12-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177508.68
2021-12-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177393.96
2021-12-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,177279.24
2021-12-30,5,1,4,702.6,702.6,817.32,-28.68,20.0,-28.68,817.32,0,WIN,177981.84
2021-12-31,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,179038.44
2022-01-03,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,180095.04
2022-01-04,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,179980.32
2022-01-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,179836.92
2022-01-06,5,3,2,2763.6,2763.6,940.32,-28.68,60.0,-28.68,1171.32,0,WIN,182600.52
2022-01-07,5,1,4,132.6,132.6,247.32,-28.68,20.0,-28.68,247.32,0,WIN,182733.12
2022-01-10,6,3,3,3427.92,3427.92,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN,186161.04
2022-01-11,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,187217.64
2022-01-12,5,2,3,1260.6,1260.6,673.32,-28.68,40.0,-28.68,1171.32,0,WIN,188478.24
2022-01-13,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,188363.52
2022-01-14,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,188248.8
2022-01-17,1,1,0,340.32,340.32,340.32,0.0,100.0,340.32,340.32,0,WIN,188589.12
2022-01-18,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,189645.72
2022-01-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,189502.32
2022-01-20,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,190530.24
2022-01-21,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,190386.84
2022-01-24,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,192614.76
2022-01-25,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,193671.36
2022-01-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,193527.96
2022-01-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,193384.56
2022-01-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,193241.16
2022-01-31,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,193097.76
2022-02-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,192954.36
2022-02-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,192810.96
2022-02-03,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,195038.88
2022-02-04,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,196066.8
2022-02-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,195923.4
2022-02-08,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,195780.0
2022-02-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,195636.6
2022-02-10,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,197864.52
2022-02-11,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,197721.12
2022-02-14,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,197606.4
2022-02-15,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,198663.0
2022-02-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,198519.6
2022-02-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,198376.2
2022-02-18,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,198232.8
2022-02-21,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,198175.44
2022-02-22,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,199232.04
2022-02-23,7,3,4,3399.24,3399.24,1171.32,-28.68,42.86,-28.68,1171.32,0,WIN,202631.28
2022-02-24,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,204859.2
2022-02-25,4,1,3,578.28,578.28,664.32,-28.68,25.0,-28.68,664.32,0,WIN,205437.48
2022-02-28,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,206494.08
2022-03-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,206379.36
2022-03-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,206235.96
2022-03-03,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,208492.56
2022-03-04,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,208377.84
2022-03-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,208234.44
2022-03-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,209291.04
2022-03-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,209147.64
2022-03-10,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,209004.24
2022-03-11,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,208860.84
2022-03-14,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,211117.44
2022-03-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,210974.04
2022-03-16,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,213230.64
2022-03-17,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,214287.24
2022-03-21,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,216515.16
2022-03-22,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,216400.44
2022-03-23,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,217457.04
2022-03-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,217313.64
2022-03-25,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,218370.24
2022-03-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,218226.84
2022-03-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,218112.12
2022-03-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,217968.72
2022-03-31,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,217825.32
2022-04-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,217710.6
2022-04-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,218767.2
2022-04-05,4,1,3,263.28,263.28,349.32,-28.68,25.0,-28.68,349.32,0,WIN,219030.48
2022-04-06,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,218915.76
2022-04-07,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,219972.36
2022-04-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,221028.96
2022-04-11,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,220885.56
2022-04-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,220770.84
2022-04-13,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,220656.12
2022-04-14,5,2,3,1851.6,1851.6,968.82,-28.68,40.0,-28.68,1171.32,0,WIN,222507.72
2022-04-18,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,223564.32
2022-04-19,6,3,3,2578.92,2578.92,888.32,-28.68,50.0,-28.68,1171.32,0,WIN,226143.24
2022-04-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,225999.84
2022-04-21,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,227056.44
2022-04-22,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,228084.36
2022-04-25,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,227940.96
2022-04-26,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,230168.88
2022-04-27,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,232396.8
2022-04-28,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,234653.4
2022-04-29,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,235681.32
2022-05-02,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,236737.92
2022-05-03,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,236623.2
2022-05-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,237679.8
2022-05-05,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,239907.72
2022-05-06,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,242135.64
2022-05-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,241992.24
2022-05-10,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,244220.16
2022-05-11,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,246448.08
2022-05-12,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,248676.0
2022-05-13,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,250932.6
2022-05-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,250789.2
2022-05-17,6,3,3,3427.92,3427.92,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN,254217.12
2022-05-18,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,254073.72
2022-05-19,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,256301.64
2022-05-20,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,257358.24
2022-05-23,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,259614.84
2022-05-24,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,260671.44
2022-05-25,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,261728.04
2022-05-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,261584.64
2022-05-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,261441.24
2022-05-30,3,1,2,1113.96,1113.96,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,262555.2
2022-05-31,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,264783.12
2022-06-01,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,265839.72
2022-06-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,265696.32
2022-06-03,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,266752.92
2022-06-06,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,267809.52
2022-06-07,5,2,3,1770.6,1770.6,928.32,-28.68,40.0,-28.68,1171.32,0,WIN,269580.12
2022-06-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,270636.72
2022-06-09,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,272864.64
2022-06-10,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,273921.24
2022-06-13,4,1,3,989.28,989.28,1075.32,-28.68,25.0,-28.68,1075.32,0,WIN,274910.52
2022-06-14,5,2,3,2223.6,2223.6,1154.82,-28.68,40.0,-28.68,1171.32,0,WIN,277134.12
2022-06-15,6,4,2,4627.92,4627.92,1171.32,-28.68,66.67,-28.68,1171.32,0,WIN,281762.04
2022-06-16,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,282818.64
2022-06-20,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,282732.6
2022-06-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,282617.88
2022-06-22,5,2,3,2010.6,2010.6,1048.32,-28.68,40.0,-28.68,1171.32,0,WIN,284628.48
2022-06-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,284485.08
2022-06-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,284341.68
2022-06-27,4,1,3,542.28,542.28,628.32,-28.68,25.0,-28.68,628.32,0,WIN,284883.96
2022-06-28,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,285911.88
2022-06-29,4,2,2,2147.28,2147.28,1102.32,-28.68,50.0,-28.68,1171.32,0,WIN,288059.16
2022-06-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,287915.76
2022-07-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,287801.04
2022-07-04,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,287743.68
2022-07-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,287600.28
2022-07-06,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,288656.88
2022-07-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,288513.48
2022-07-08,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,288427.44
2022-07-11,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,288312.72
2022-07-12,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,289369.32
2022-07-13,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,291625.92
2022-07-14,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,292711.2
2022-07-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,292567.8
2022-07-18,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,293624.4
2022-07-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293481.0
2022-07-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293337.6
2022-07-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293222.88
2022-07-22,5,1,4,591.6,591.6,706.32,-28.68,20.0,-28.68,706.32,0,WIN,293814.48
2022-07-25,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293699.76
2022-07-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293556.36
2022-07-27,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293441.64
2022-07-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,293298.24
2022-07-29,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,294354.84
2022-08-01,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,296582.76
2022-08-02,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,297639.36
2022-08-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,297495.96
2022-08-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,298552.56
2022-08-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,298409.16
2022-08-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,299465.76
2022-08-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,299322.36
2022-08-10,4,1,3,227.28,227.28,313.32,-28.68,25.0,-28.68,313.32,0,WIN,299549.64
2022-08-11,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,299434.92
2022-08-12,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,299291.52
2022-08-15,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,300319.44
2022-08-16,4,1,3,344.28,344.28,430.32,-28.68,25.0,-28.68,430.32,0,WIN,300663.72
2022-08-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,300520.32
2022-08-18,4,1,3,539.28,539.28,625.32,-28.68,25.0,-28.68,625.32,0,WIN,301059.6
2022-08-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,300916.2
2022-08-22,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,300772.8
2022-08-23,4,1,3,296.28,296.28,382.32,-28.68,25.0,-28.68,382.32,0,WIN,301069.08
2022-08-24,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,300954.36
2022-08-25,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,300839.64
2022-08-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,300696.24
2022-08-29,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,302952.84
2022-08-30,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,302838.12
2022-08-31,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,303923.4
2022-09-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,303780.0
2022-09-02,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,304836.6
2022-09-05,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,304779.24
2022-09-06,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,304664.52
2022-09-07,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,305721.12
2022-09-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,305606.4
2022-09-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,305463.0
2022-09-12,5,2,3,681.6,681.6,383.82,-28.68,40.0,-28.68,571.32,0,WIN,306144.6
2022-09-13,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,306001.2
2022-09-14,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,305857.8
2022-09-15,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,305743.08
2022-09-19,5,2,3,1302.6,1302.6,694.32,-28.68,40.0,-28.68,1171.32,0,WIN,307045.68
2022-09-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,306902.28
2022-09-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,306787.56
2022-09-22,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,307844.16
2022-09-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,307700.76
2022-09-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,307557.36
2022-09-27,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,308613.96
2022-09-28,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,309670.56
2022-09-29,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,309527.16
2022-09-30,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,310583.76
2022-10-03,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,310469.04
2022-10-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,311525.64
2022-10-05,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,312582.24
2022-10-06,5,2,3,1689.6,1689.6,887.82,-28.68,40.0,-28.68,1171.32,0,WIN,314271.84
2022-10-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,314128.44
2022-10-10,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,313985.04
2022-10-11,4,1,3,698.28,698.28,784.32,-28.68,25.0,-28.68,784.32,0,WIN,314683.32
2022-10-12,5,3,2,2718.6,2718.6,925.32,-28.68,60.0,-28.68,1171.32,0,WIN,317401.92
2022-10-13,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,319629.84
2022-10-14,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,320657.76
2022-10-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,320514.36
2022-10-18,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,322770.96
2022-10-19,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,322656.24
2022-10-20,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,323712.84
2022-10-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,323598.12
2022-10-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,323454.72
2022-10-25,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,324482.64
2022-10-26,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324367.92
2022-10-27,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324253.2
2022-10-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324109.8
2022-10-31,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,323995.08
2022-11-01,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,325051.68
2022-11-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324908.28
2022-11-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324764.88
2022-11-04,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324621.48
2022-11-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324478.08
2022-11-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,324363.36
